City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
696,Male,MV,4.1748,73.5089,84.15,74,75,10.36,broken clouds
697,Alakurtti,RU,66.9672,30.3491,58.62,78,14,4.45,few clouds
698,Goroka,PG,-6.0834,145.3873,60.48,96,91,0.56,overcast clouds
699,Boende,CD,-0.2167,20.8667,80.82,35,84,2.71,broken clouds
700,Mykhaylivka,UA,47.2724,35.2224,77.27,58,6,11.68,clear sky
701,Yangliuqing,CN,39.1375,116.9997,76.98,87,100,4.94,light rain
702,Havelock,US,34.8791,-76.9013,86.23,87,75,5.01,broken clouds
703,Makat,KZ,47.6469,53.3463,79.88,30,4,11.61,clear sky
704,Tumaco,CO,1.7986,-78.8156,82.4,72,25,7.76,scattered clouds
705,Kawardha,IN,22.0167,81.25,75.6,89,100,6.04,overcast clouds
706,Bekhtery,UA,46.251,32.2927,78.46,75,6,9.86,clear sky
707,Gonbad-E Qabus,IR,37.25,55.1672,79.43,83,60,14.85,broken clouds
708,Hokitika,NZ,-42.7167,170.9667,45.77,90,31,5.88,scattered clouds
709,Teguise,ES,29.0605,-13.564,71.82,69,20,18.41,few clouds
710,Lar,IN,26.2039,83.9717,84.4,78,80,9.24,broken clouds
711,Warri,NG,5.5167,5.75,76.87,79,97,6.58,overcast clouds
712,Shakhtinsk,KZ,49.71,72.5872,46.96,42,100,5.84,overcast clouds
713,Rio Gallegos,AR,-51.6226,-69.2181,48.25,76,75,4.61,broken clouds
714,Kortkeros,RU,61.8106,51.5806,55.4,73,100,2.35,overcast clouds
715,Ouallam,NE,14.3188,2.0866,88.63,50,53,8.28,broken clouds
716,Aripuana,BR,-9.1667,-60.6333,97.23,24,5,3.83,clear sky
717,Negombo,LK,7.2083,79.8358,80.65,83,40,5.75,scattered clouds
718,Voi,KE,-3.3945,38.563,67.86,80,26,11.59,scattered clouds
719,Carndonagh,IE,55.25,-7.2667,58.62,87,77,15.57,broken clouds
720,Oistins,BB,13.0667,-59.5333,75.29,94,75,9.22,broken clouds
721,Yeppoon,AU,-23.1333,150.7333,58.78,91,4,5.26,clear sky
722,Tungor,RU,53.3808,142.9564,66.2,98,100,4.7,overcast clouds
723,Bayan,CN,46.0833,127.4,70.92,90,89,2.84,overcast clouds
724,Ngorongoro,TZ,-3.2397,35.4875,51.98,63,15,4.38,few clouds
725,Mashhad,IR,36.297,59.6062,77.14,33,0,2.3,clear sky
726,Moyo,UG,3.6609,31.7247,66.31,88,22,3.33,few clouds
727,Bagdarin,RU,54.4333,113.6,56.25,95,100,3.4,overcast clouds
728,Turayf,SA,31.6725,38.6637,86.25,48,0,20.71,clear sky
729,Rocky Mountain House,CA,52.3668,-114.9188,75.31,57,0,11.5,clear sky
730,La Palma,US,33.8464,-118.0467,102.02,55,20,5.01,few clouds
731,Watsa,CD,3.0372,29.5355,64.31,98,91,1.28,moderate rain
732,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.12,72,1,6.46,clear sky
